2026-05-29 12:55:02 | INFO | __main__ | Final trace: StateSnapshot(values={'messages': [HumanMessage(content='как назывались мишки из Звездных войн?', additional_kwargs={}, response_metadata={}, id='0c33da34-6645-4661-baa6-9e691b6516c7'), AIMessage(content='По этой теме я не поддерживаю диалог.', additional_kwargs={'functions_state_id': '019e7328-8c61-7b7f-b207-924de65780a8'}, response_metadata={'token_usage': {'prompt_tokens': 182, 'completion_tokens': 14, 'total_tokens': 196, 'precached_prompt_tokens': 2}, 'model_name': 'GigaChat-2-Max:2.0.28.2', 'x_headers': {'x-request-id': 'b01371e0-083d-4706-8f4a-0b86ebc47b79', 'x-session-id': 'edca0a0b-296f-42f3-a6ad-85d790e624d5', 'x-client-id': None}, 'finish_reason': 'stop'}, name='SupportDialogAgent', id='b01371e0-083d-4706-8f4a-0b86ebc47b79', tool_calls=[], invalid_tool_calls=[], usage_metadata={'input_tokens': 182, 'output_tokens': 14, 'total_tokens': 196, 'input_token_details': {'cache_read': 2}}), AIMessage(content=' 保存', additional_kwargs={}, response_metadata={'token_usage': {'prompt_tokens': 266, 'completion_tokens': 2, 'total_tokens': 268, 'precached_prompt_tokens': 2}, 'model_name': 'GigaChat-2-Max:2.0.28.2', 'x_headers': {'x-request-id': '751f469d-abe6-4521-a953-f5c64f014e99', 'x-session-id': 'a89af53f-8e47-4f71-9cd4-b2ba343209e4', 'x-client-id': None}, 'finish_reason': 'stop'}, name='SupportDialogAgent', id='751f469d-abe6-4521-a953-f5c64f014e99', tool_calls=[], invalid_tool_calls=[], usage_metadata={'input_tokens': 266, 'output_tokens': 2, 'total_tokens': 268, 'input_token_details': {'cache_read': 2}})], 'ticket_id': 'TICKET-LOCAL-001', 'user_text': 'как назывались мишки из Звездных войн?', 'category': 'other', 'is_complaint': False, 'urgency': 'low', 'final_response': 'По этой теме я не поддерживаю диалог.', 'completeness': 0.0, 'politeness': 1.0, 'relevance': 0.0, 'quality_score': 0.0, 'evaluation_notes': 'Ответ пустой, отсутствует какая-либо информация.', 'quality_threshold': 0.75, 'model_retry_count': 1, 'max_model_retries': 1, 'escalated': False, 'escalation_reason': None, 'errors': [], 'events': [{'timestamp': '2026-05-29T09:54:51.437727+00:00', 'ticket_id': 'TICKET-LOCAL-001', 'node': 'ReceiveRequest', 'event': 'request_received', 'payload': {'ticket_id': 'TICKET-LOCAL-001'}}, {'timestamp': '2026-05-29T09:54:54.583316+00:00', 'ticket_id': 'TICKET-LOCAL-001', 'node': 'ClassifyCategory', 'event': 'classification_done', 'payload': {'category': 'other'}}, {'timestamp': '2026-05-29T09:54:54.046957+00:00', 'ticket_id': 'TICKET-LOCAL-001', 'node': 'ClassifyComplaint', 'event': 'classification_done', 'payload': {'is_complaint': False}}, {'timestamp': '2026-05-29T09:54:54.221656+00:00', 'ticket_id': 'TICKET-LOCAL-001', 'node': 'ClassifyUrgency', 'event': 'classification_done', 'payload': {'urgency': 'low'}}, {'timestamp': '2026-05-29T09:54:54.585296+00:00', 'ticket_id': 'TICKET-LOCAL-001', 'node': 'GatherClassifications', 'event': 'gather_completed', 'payload': {'is_complaint': False, 'category': 'other', 'urgency': 'low'}}, {'timestamp': '2026-05-29T09:54:51.437727+00:00', 'ticket_id': 'TICKET-LOCAL-001', 'node': 'ReceiveRequest', 'event': 'request_received', 'payload': {'ticket_id': 'TICKET-LOCAL-001'}}, {'timestamp': '2026-05-29T09:54:54.583316+00:00', 'ticket_id': 'TICKET-LOCAL-001', 'node': 'ClassifyCategory', 'event': 'classification_done', 'payload': {'category': 'other'}}, {'timestamp': '2026-05-29T09:54:54.046957+00:00', 'ticket_id': 'TICKET-LOCAL-001', 'node': 'ClassifyComplaint', 'event': 'classification_done', 'payload': {'is_complaint': False}}, {'timestamp': '2026-05-29T09:54:54.221656+00:00', 'ticket_id': 'TICKET-LOCAL-001', 'node': 'ClassifyUrgency', 'event': 'classification_done', 'payload': {'urgency': 'low'}}, {'timestamp': '2026-05-29T09:54:54.585296+00:00', 'ticket_id': 'TICKET-LOCAL-001', 'node': 'GatherClassifications', 'event': 'gather_completed', 'payload': {'is_complaint': False, 'category': 'other', 'urgency': 'low'}}, {'timestamp': '2026-05-29T09:54:59.366951+00:00', 'ticket_id': 'TICKET-LOCAL-001', 'node': 'DialogAgent', 'event': 'quality_retry_requested', 'payload': {'quality_score': 0.0, 'threshold': 0.75, 'retry_count': 1, 'notes': 'Ответ не содержит полезной информации, никак не помогает пользователю.'}}, {'timestamp': '2026-05-29T09:55:02.355690+00:00', 'ticket_id': 'TICKET-LOCAL-001', 'node': 'DialogAgent', 'event': 'quality_ok', 'payload': {'quality_score': 0.0, 'threshold': 0.75, 'retry_count': 1}}]}, next=(), config={'configurable': {'thread_id': 'TICKET-LOCAL-001', 'checkpoint_ns': '', 'checkpoint_id': '1f15b447-62a8-6cf4-8005-ad18ed6cde3e'}}, metadata={'source': 'loop', 'step': 5, 'parents': {}}, created_at='2026-05-29T09:55:02.359971+00:00', parent_config={'configurable': {'thread_id': 'TICKET-LOCAL-001', 'checkpoint_ns': '', 'checkpoint_id': '1f15b447-62a4-64e2-8004-fd17daa2e81d'}}, tasks=(), interrupts=())
2026-05-29 13:15:05 | INFO | __main__ | Final trace: StateSnapshot(values={'messages': [HumanMessage(content='Сервис постоянно падает, работать невозможно, это недопустимо.', additional_kwargs={}, response_metadata={}, id='7dab7ddd-d5b3-4552-9a7d-660ab38dee11')], 'ticket_id': 'TICKET-C002', 'user_text': 'Сервис постоянно падает, работать невозможно, это недопустимо.', 'category': 'technical_question', 'is_complaint': True, 'urgency': 'high', 'final_response': 'Ваше обращение передано оператору. Специалист свяжется с вами для детального рассмотрения ситуации.', 'quality_threshold': 0.75, 'model_retry_count': 0, 'max_model_retries': 1, 'escalated': True, 'escalation_reason': '{"reason": "complaint_detected", "user_query": "Сервис постоянно падает, работать невозможно, это недопустимо.", "category": "technical_question", "urgency": "high"}', 'errors': [], 'events': [{'timestamp': '2026-05-29T10:15:04.754461+00:00', 'ticket_id': 'TICKET-C002', 'node': 'ReceiveRequest', 'event': 'request_received', 'payload': {'ticket_id': 'TICKET-C002'}}, {'timestamp': '2026-05-29T10:15:05.508894+00:00', 'ticket_id': 'TICKET-C002', 'node': 'ClassifyCategory', 'event': 'classification_done', 'payload': {'category': 'technical_question'}}, {'timestamp': '2026-05-29T10:15:05.502480+00:00', 'ticket_id': 'TICKET-C002', 'node': 'ClassifyComplaint', 'event': 'classification_done', 'payload': {'is_complaint': True}}, {'timestamp': '2026-05-29T10:15:05.503012+00:00', 'ticket_id': 'TICKET-C002', 'node': 'ClassifyUrgency', 'event': 'classification_done', 'payload': {'urgency': 'high'}}, {'timestamp': '2026-05-29T10:15:05.509948+00:00', 'ticket_id': 'TICKET-C002', 'node': 'GatherClassifications', 'event': 'gather_completed', 'payload': {'is_complaint': True, 'category': 'technical_question', 'urgency': 'high'}}, {'timestamp': '2026-05-29T10:15:05.511106+00:00', 'ticket_id': 'TICKET-C002', 'node': 'EscalateComplaint', 'event': 'escalated', 'payload': {'reason': '{"reason": "complaint_detected", "user_query": "Сервис постоянно падает, работать невозможно, это недопустимо.", "category": "technical_question", "urgency": "high"}'}}]}, next=(), config={'configurable': {'thread_id': 'TICKET-C002', 'checkpoint_ns': '', 'checkpoint_id': '1f15b474-34ce-6644-8004-a5dd4ada76df'}}, metadata={'source': 'loop', 'step': 4, 'parents': {}}, created_at='2026-05-29T10:15:05.511471+00:00', parent_config={'configurable': {'thread_id': 'TICKET-C002', 'checkpoint_ns': '', 'checkpoint_id': '1f15b474-34cc-620e-8003-bd1fb442a95e'}}, tasks=(), interrupts=())
2026-05-29 13:15:05 | INFO | support_agent.graph | ReceiveRequest node started for ticket=TICKET-C003
2026-05-29 13:15:05 | INFO | support_agent.graph | ClassifyCategory node started for ticket=TICKET-C003
2026-05-29 13:15:05 | INFO | support_agent.graph | ClassifyUrgency node started for ticket=TICKET-C003
2026-05-29 13:15:05 | INFO | support_agent.graph | ClassifyComplaint node started for ticket=TICKET-C003
2026-05-29 13:15:06 | INFO | support_agent.graph | ClassifyComplaint node completed for ticket=TICKET-C003 with is_complaint=True
2026-05-29 13:15:06 | INFO | support_agent.graph | ClassifyUrgency node completed for ticket=TICKET-C003 with urgency=high
2026-05-29 13:15:06 | INFO | support_agent.graph | ClassifyCategory node completed for ticket=TICKET-C003 with category=billing_question
2026-05-29 13:15:06 | INFO | support_agent.graph | GatherClassifications node started for ticket=TICKET-C003 (is_complaint=True, category=billing_question, urgency=high)
2026-05-29 13:15:06 | INFO | support_agent.graph | EscalateComplaint node started for ticket=TICKET-C003 (category=billing_question, urgency=high)
2026-05-29 13:15:06 | INFO | support_agent.graph | EscalateComplaint node completed for ticket=TICKET-C003
2026-05-29 13:15:06 | INFO | __main__ | Final trace: StateSnapshot(values={'messages': [HumanMessage(content='С меня списали деньги дважды, а ответа от вас нет уже неделю.', additional_kwargs={}, response_metadata={}, id='4caed629-7193-4f66-8e7a-237285b48a43')], 'ticket_id': 'TICKET-C003', 'user_text': 'С меня списали деньги дважды, а ответа от вас нет уже неделю.', 'category': 'billing_question', 'is_complaint': True, 'urgency': 'high', 'final_response': 'Ваше обращение передано оператору. Специалист свяжется с вами для детального рассмотрения ситуации.', 'quality_threshold': 0.75, 'model_retry_count': 0, 'max_model_retries': 1, 'escalated': True, 'escalation_reason': '{"reason": "complaint_detected", "user_query": "С меня списали деньги дважды, а ответа от вас нет уже неделю.", "category": "billing_question", "urgency": "high"}', 'errors': [], 'events': [{'timestamp': '2026-05-29T10:15:05.514256+00:00', 'ticket_id': 'TICKET-C003', 'node': 'ReceiveRequest', 'event': 'request_received', 'payload': {'ticket_id': 'TICKET-C003'}}, {'timestamp': '2026-05-29T10:15:06.298309+00:00', 'ticket_id': 'TICKET-C003', 'node': 'ClassifyCategory', 'event': 'classification_done', 'payload': {'category': 'billing_question'}}, {'timestamp': '2026-05-29T10:15:06.158640+00:00', 'ticket_id': 'TICKET-C003', 'node': 'ClassifyComplaint', 'event': 'classification_done', 'payload': {'is_complaint': True}}, {'timestamp': '2026-05-29T10:15:06.252868+00:00', 'ticket_id': 'TICKET-C003', 'node': 'ClassifyUrgency', 'event': 'classification_done', 'payload': {'urgency': 'high'}}, {'timestamp': '2026-05-29T10:15:06.300136+00:00', 'ticket_id': 'TICKET-C003', 'node': 'GatherClassifications', 'event': 'gather_completed', 'payload': {'is_complaint': True, 'category': 'billing_question', 'urgency': 'high'}}, {'timestamp': '2026-05-29T10:15:06.301632+00:00', 'ticket_id': 'TICKET-C003', 'node': 'EscalateComplaint', 'event': 'escalated', 'payload': {'reason': '{"reason": "complaint_detected", "user_query": "С меня списали деньги дважды, а ответа от вас нет уже неделю.", "category": "billing_question", "urgency": "high"}'}}]}, next=(), config={'configurable': {'thread_id': 'TICKET-C003', 'checkpoint_ns': '', 'checkpoint_id': '1f15b474-3c58-6a0e-8004-5ab2e8975667'}}, metadata={'source': 'loop', 'step': 4, 'parents': {}}, created_at='2026-05-29T10:15:06.302095+00:00', parent_config={'configurable': {'thread_id': 'TICKET-C003', 'checkpoint_ns': '', 'checkpoint_id': '1f15b474-3c55-6bf6-8003-30d376b4dd91'}}, tasks=(), interrupts=())
2026-05-29 13:15:06 | INFO | support_agent.graph | ReceiveRequest node started for ticket=TICKET-C004
2026-05-29 13:15:06 | INFO | support_agent.graph | ClassifyCategory node started for ticket=TICKET-C004
2026-05-29 13:15:06 | INFO | support_agent.graph | ClassifyUrgency node started for ticket=TICKET-C004
2026-05-29 13:15:06 | INFO | support_agent.graph | ClassifyComplaint node started for ticket=TICKET-C004
2026-05-29 13:15:07 | INFO | support_agent.graph | ClassifyUrgency node completed for ticket=TICKET-C004 with urgency=high
2026-05-29 13:15:07 | INFO | support_agent.graph | ClassifyCategory node completed for ticket=TICKET-C004 with category=billing_question
2026-05-29 13:15:07 | INFO | support_agent.graph | ClassifyComplaint node completed for ticket=TICKET-C004 with is_complaint=True
2026-05-29 13:15:07 | INFO | support_agent.graph | GatherClassifications node started for ticket=TICKET-C004 (is_complaint=True, category=billing_question, urgency=high)
2026-05-29 13:15:07 | INFO | support_agent.graph | EscalateComplaint node started for ticket=TICKET-C004 (category=billing_question, urgency=high)
2026-05-29 13:15:07 | INFO | support_agent.graph | EscalateComplaint node completed for ticket=TICKET-C004
2026-05-29 13:15:07 | INFO | __main__ | Final trace: StateSnapshot(values={'messages': [HumanMessage(content='Каждый раз при оплате ошибка, вы вообще тестируете систему?', additional_kwargs={}, response_metadata={}, id='690d9469-551c-499a-8615-fc243af7032c')], 'ticket_id': 'TICKET-C004', 'user_text': 'Каждый раз при оплате ошибка, вы вообще тестируете систему?', 'category': 'billing_question', 'is_complaint': True, 'urgency': 'high', 'final_response': 'Ваше обращение передано оператору. Специалист свяжется с вами для детального рассмотрения ситуации.', 'quality_threshold': 0.75, 'model_retry_count': 0, 'max_model_retries': 1, 'escalated': True, 'escalation_reason': '{"reason": "complaint_detected", "user_query": "Каждый раз при оплате ошибка, вы вообще тестируете систему?", "category": "billing_question", "urgency": "high"}', 'errors': [], 'events': [{'timestamp': '2026-05-29T10:15:06.307256+00:00', 'ticket_id': 'TICKET-C004', 'node': 'ReceiveRequest', 'event': 'request_received', 'payload': {'ticket_id': 'TICKET-C004'}}, {'timestamp': '2026-05-29T10:15:07.082814+00:00', 'ticket_id': 'TICKET-C004', 'node': 'ClassifyCategory', 'event': 'classification_done', 'payload': {'category': 'billing_question'}}, {'timestamp': '2026-05-29T10:15:07.095761+00:00', 'ticket_id': 'TICKET-C004', 'node': 'ClassifyComplaint', 'event': 'classification_done', 'payload': {'is_complaint': True}}, {'timestamp': '2026-05-29T10:15:07.082089+00:00', 'ticket_id': 'TICKET-C004', 'node': 'ClassifyUrgency', 'event': 'classification_done', 'payload': {'urgency': 'high'}}, {'timestamp': '2026-05-29T10:15:07.096531+00:00', 'ticket_id': 'TICKET-C004', 'node': 'GatherClassifications', 'event': 'gather_completed', 'payload': {'is_complaint': True, 'category': 'billing_question', 'urgency': 'high'}}, {'timestamp': '2026-05-29T10:15:07.097615+00:00', 'ticket_id': 'TICKET-C004', 'node': 'EscalateComplaint', 'event': 'escalated', 'payload': {'reason': '{"reason": "complaint_detected", "user_query": "Каждый раз при оплате ошибка, вы вообще тестируете систему?", "category": "billing_question", "urgency": "high"}'}}]}, next=(), config={'configurable': {'thread_id': 'TICKET-C004', 'checkpoint_ns': '', 'checkpoint_id': '1f15b474-43ef-6b64-8004-d053e2aa5f50'}}, metadata={'source': 'loop', 'step': 4, 'parents': {}}, created_at='2026-05-29T10:15:07.097978+00:00', parent_config={'configurable': {'thread_id': 'TICKET-C004', 'checkpoint_ns': '', 'checkpoint_id': '1f15b474-43ed-6378-8003-334bfec4aea5'}}, tasks=(), interrupts=())
2026-05-29 13:15:07 | INFO | support_agent.graph | ReceiveRequest node started for ticket=TICKET-C005
2026-05-29 13:15:07 | INFO | support_agent.graph | ClassifyCategory node started for ticket=TICKET-C005
2026-05-29 13:15:07 | INFO | support_agent.graph | ClassifyComplaint node started for ticket=TICKET-C005
2026-05-29 13:15:07 | INFO | support_agent.graph | ClassifyUrgency node started for ticket=TICKET-C005
2026-05-29 13:15:07 | INFO | support_agent.graph | ClassifyComplaint node completed for ticket=TICKET-C005 with is_complaint=True
2026-05-29 13:15:07 | INFO | support_agent.graph | ClassifyUrgency node completed for ticket=TICKET-C005 with urgency=high
2026-05-29 13:15:07 | INFO | support_agent.graph | ClassifyCategory node completed for ticket=TICKET-C005 with category=other
2026-05-29 13:15:07 | INFO | support_agent.graph | GatherClassifications node started for ticket=TICKET-C005 (is_complaint=True, category=other, urgency=high)
2026-05-29 13:15:07 | INFO | support_agent.graph | EscalateComplaint node started for ticket=TICKET-C005 (category=other, urgency=high)
2026-05-29 13:15:07 | INFO | support_agent.graph | EscalateComplaint node completed for ticket=TICKET-C005
